"","label","x","y","plot_type","plot_num","species"
"1055","mega",23203.3085709395,9846.98666128803,"path",0,"megarhyncha"
"1056","mega",23949.1207815333,17349.5425619463,"path",0,"megarhyncha"
"1057","mega",24718.9052567621,17349.5425619463,"path",0,"megarhyncha"
"1058","mega",25513.4325250023,17349.5425619463,"path",0,"megarhyncha"
"1059","mega",26333.4978813342,17349.5425619463,"path",0,"megarhyncha"
"1060","mega",27179.9221836055,17349.5425619463,"path",0,"megarhyncha"
"1061","mega",28053.5526740826,17349.5425619463,"path",0,"megarhyncha"
"1062","mega",28955.2638275113,17349.5425619463,"path",0,"megarhyncha"
"1063","mega",29885.9582264372,17349.5425619463,"path",0,"megarhyncha"
"1064","mega",30846.5674646597,17349.5425619463,"path",0,"megarhyncha"
"1065","mega",31838.0530797267,17349.5425619463,"path",0,"megarhyncha"
"1066","mega",32861.407515401,17349.5425619463,"path",0,"megarhyncha"
"1067","mega",33917.6551150636,17349.5425619463,"path",0,"megarhyncha"
"1068","mega",35007.8531470461,17349.5425619463,"path",0,"megarhyncha"
